,class,question,sub_class
1361,ENTY,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,instru
1362,DESC,What is the Home Rule Act ?,def
1363,LOC,What building are British monarchs crowned in ?,other
1364,DESC,What are Bellworts ?,def
1365,HUM,Who was Darius ?,desc
1366,ENTY,What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?,cremat
1367,HUM,Who did Dita Beard work for ?,ind
1368,ENTY,What kind of creature is a coot ?,animal
1369,HUM,Name the university of which Woodrow Wilson was president .,gr
1370,LOC,"What country was first to use the airplane as a weapon of war , against the Turks in Libya ?",country
1371,HUM,What university was Woodrow Wilson President of ?,gr
1372,ENTY,What is a fear of disease ?,dismed
1373,ENTY,What kind of meat is Fray Bentos synonymous with ?,food
1374,ENTY,What did Mr. Magoo flog on TV for General Electric ?,other
1375,DESC,What are the words to the Canadian National anthem ?,desc
1376,ENTY,What is the name of the Jewish alphabet ?,termeq
1377,HUM,Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?,ind
1378,NUM,What is Columbia Tristar 's phone number ?,code
1379,HUM,Name the five positions who are in the line of succession to the presidency .,title
1380,HUM,Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?,ind
1381,HUM,Who is the best known villain of the 165 Gunpowder Plot ?,ind
1382,LOC,What is the capital of Burkina Faso ?,city
1383,LOC,What continent is Bolivia on ?,other
1384,DESC,Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,reason
1385,HUM,"Who killed more people , Hitler or Stalin ?",ind
1386,DESC,What caused Shea & Gould to close their L.A. office ?,reason
1387,ENTY,What 's the only mammal that can 't jump ?,animal
1388,LOC,What U.S. state has the most blondes ?,state
1389,ENTY,What war saw battles at Parrot 's Beak and Black Virgin ?,event
1390,NUM,What was the U.S. highway death toll in 1969 ?,count
1391,DESC,What does the name Kelly mean ?,def
1392,DESC,What is a phalanx ?,def
1393,HUM,What mustachioed comedian portrayed Frankie in North to Alaska ?,ind
1394,NUM,What does each of the utilities cost in Monopoly ?,money
1395,HUM,"What actor and World War II airman had a $5 , 0 bounty put on his head by Hermann Goering ?",ind
1396,ABBR,What does e.g. stand for ?,exp
1397,ENTY,What is the name of the medical condition in which a baby is born without a brain ?,dismed
1398,DESC,How do storms form ?,manner
1399,HUM,Who is Nicolo Paganini ?,desc
1400,LOC,What city is often called The Insurance Capital of the World ?,city
1401,ENTY,What are the three animals in Sheila Burnford 's The Incredible Journey ?,animal
1402,HUM,Who portrayed Dracula in Hammer Studios ' films ?,ind
1403,ENTY,Name one of the Seven Wonders of the Ancient World .,other
1404,NUM,When were fish first believed to be found on earth ?,date
1405,HUM,"What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' .",ind
1406,NUM,How many elevators do you ride to reach the top floor of the Empire State Building ?,count
1407,HUM,Name the food company that traveled to Soviet Georgia to film a series of ads .,gr
1408,LOC,What country was Sir Edmund Hillary born in ?,country
1409,ENTY,What 's an infant seal called ?,animal
1410,DESC,"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?",desc
1411,LOC,What city was John F. Kennedy nominated for president in ?,city
1412,NUM,How long does a dog sleep ?,period
1413,ENTY,What 1963 Joseph L. Mankiewicz film cost $28 million ?,cremat
1414,HUM,What Japanese electronics company was named for a coastal city northeast of Tokyo ?,gr
1415,NUM,What can you be fined for having a dog on a beach ?,money
1416,LOC,Where did the Battle of the Bulge take place ?,other
1417,NUM,How much will the California be in the year 2000 ?,count
1418,HUM,"What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?",ind
1419,LOC,What state full of milk and honey was the destination in The Grapes of Wrath ?,state
1420,LOC,What is the tallest building in Japan ?,other
1421,LOC,Where is Sinn Fein 's headquarters ?,other
1422,ENTY,Name Li 'l Abner 's favorite Indian drink .,food
1423,ENTY,What are some important events of the 1830 's ?,event
1424,NUM,The Iraqis launched their attack on Kuwait on what day ?,date
1425,ENTY,What letter adorns the flag of Rwanda ?,letter
1426,ENTY,"What did 8 , CD NNS VBP TO VB NNP POS NN .",other
1427,DESC,What is God ?,def
1428,LOC,What country 's northernmost city is Darwin ?,country
1429,LOC,"What sound does Olympia , Washington , overlook ?",other
1430,ENTY,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,cremat
1431,LOC,What Kentucky city calls itself The Horse Center of America ?,city
1432,NUM,How many penny-farthings are there on a Trivial Pursuit game board ?,count
1433,ENTY,What 's the most abundant element in the sun ?,substance
1434,LOC,"What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?",country
1435,LOC,What U.S. state is Dixville Notch in ?,state
1436,LOC,"Where was the Cisalpine Republic , 1797-185 , ?",other
1437,LOC,What is the largest shopping mall in the world ?,other
1438,HUM,What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?,ind
1439,ENTY,What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?,other
1440,HUM,What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,ind
1441,DESC,What is a meerkat ?,def
1442,HUM,Who was Jean Nicolet ?,desc
1443,ENTY,What kind of animal was Winnie the Pooh ?,animal
1444,HUM,Which of these are authors ?,ind
1445,ENTY,What 's the international radio code word for the letter B ?,word
1446,HUM,Who was the original Humpty Dumpty ?,ind
1447,DESC,What is cache memory ?,def
1448,ENTY,Aspartame is also known as what ?,termeq
1449,LOC,Where is the location of the Orange Bowl ?,other
1450,NUM,When is President Nixon 's birthday ?,date
1451,DESC,"What is the origin of the midwest slang , ` you 're darn tootin ' ?",desc
1452,HUM,Whose cupboard was bare ?,ind
1453,LOC,What are the seven seas ?,other
1454,ABBR,What does IBM stand for ?,exp
1455,DESC,What is the difference between jazz and blues ?,desc
1456,DESC,What is the C programming language ?,def
1457,HUM,What 's the name of Popeye 's adopted son ?,ind
1458,HUM,Who invented the vacuum cleaner ?,ind
1459,DESC,What is a ` borrow pit ' ?,def
1460,HUM,What 2th-century fictional character attends Pencey Prep School ?,ind
1461,NUM,How many people in the USA say their number one source of information is the newspaper ?,count
1462,HUM,"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?",ind
1463,LOC,Which country is known as `` Big Bear '' ?,country
1464,ENTY,"What `` melts in your mouth , not in your hands '' .",food
1465,NUM,How many times a day should you take a prescription marked `` q.i.d . '' ?,count
1466,DESC,What is the origin of the atom ?,desc
1467,HUM,Who is the Voyager project manager ?,ind
1468,HUM,Which radio stations air the Jim Bohannon Radio Talk Show ?,gr
1469,HUM,What two commanders directed the forces in the Battle of El Alamein ?,ind
1470,HUM,Name the creator of `` The Muppets '' .,ind
1471,DESC,How do I e-mail someone at aol.com from yahoo.com ?,manner
1472,HUM,Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?,ind
1473,DESC,What is the meaning of the name Ella ?,def
1474,LOC,What 's the home of the Rockettes ?,other
1475,LOC,"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?",other
1476,HUM,What is the name of the firm that makes Spumante ?,gr
1477,ENTY,What sport is played on the largest field ?,sport
1478,HUM,Who won the 1967 Academy Award for Best Actor ?,ind
1479,ENTY,What is after death ?,other
1480,HUM,Name the first private citizen to fly in space .,ind
1481,HUM,What was football star Elroy Hirsch 's nickname ?,ind
1482,HUM,What singer sings `` Oh Boy '' ?,ind
1483,NUM,How much pizza do Americans eat in a day ?,count
1484,LOC,What is the website for the USA journal ?,other
1485,HUM,What army 's motto is Blood and Fire ?,gr
1486,ENTY,What kind of patent did Ermal Fraze get in 1963 ?,other
1487,DESC,What are you hearing when you put a seashell to your ear ?,desc
1488,DESC,Why are haunted houses popular ?,reason
1489,ENTY,Which gender has bigger thighs ?,other
1490,LOC,What U.S. state has the second-longest coastline ?,state
1491,LOC,What state 's home to the Buffalo Bill Historical Center ?,state
1492,NUM,How fast do cheetahs run ?,speed
1493,ENTY,What is Ray Bradbury 's illustrated man illustrated with ?,other
1494,NUM,How fast is a 45Mhz processor ?,speed
1495,ENTY,"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?",other
1496,HUM,What count did Alexandre Dumas write about ?,ind
1497,NUM,What are the odds of giving birth to twins ?,perc
1498,LOC,What is the largest natural lake in Pennsylvania ?,other
1499,NUM,How far is London UK from California ?,dist
1500,ENTY,Name the two mystical ravens Odin has at his command .,animal
1501,ENTY,What was the species of Winnie the Pooh ?,animal
1502,DESC,What is the virus HIV ?,def
1503,NUM,How many years old is Benny Carter ?,count
1504,ENTY,What Hermann Hesse book gave its name to a rock group ?,cremat
1505,LOC,Where does the Santa Fe Trail begin and end ?,other
1506,ENTY,What book is the follow-up to Future Shock ?,cremat
1507,ENTY,What African animals are known as The Big Five ?,animal
1508,ENTY,What is the alphabet for Latin ?,letter
1509,ENTY,What is the fear of frogs ?,dismed
1510,LOC,Which city in Canada is the least-populated ?,city
1511,NUM,How old is Stevie Wonder ?,period
1512,HUM,Who was the first Taiwanese President ?,ind
1513,HUM,Who is Luke Skywalker 's father ?,ind
1514,ENTY,What does a dipsomaniac crave ?,other
1515,DESC,What is the definition of the term `` weapons system '' ?,def
1516,DESC,What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?,desc
1517,ENTY,What is Nero Wolfe 's favorite drink during office hours ?,food
1518,HUM,What is the first personal computer company ?,gr
1519,ENTY,What is the most efficient way to start a barbeque ?,techmeth
1520,HUM,Who was Jane Goodall ?,desc
1521,DESC,Why are there Braille things on the ATM machines that people drive through ?,reason
1522,LOC,Where is the Isle of Man ?,other
1523,ENTY,What book did Aaron Hass write ?,cremat
1524,NUM,What was the death toll at the eruption of Mount Pinatubo ?,other
1525,NUM,When will the millennium officially begin ?,date
1526,HUM,"Who created the comic strip , `` Garfield '' ?",ind
1527,HUM,Which Vietnamese terrorist is now a UN delegate in Doonesbury ?,ind
1528,DESC,What is real time processing ?,def
1529,LOC,What do we call the imaginary line along the top of the Rocky Mountains ?,other
1530,LOC,What country 's capital is Lagos ?,country
1531,LOC,Where does Ray Bradbury 's Chronicles take place ?,other
1532,HUM,Who is the current prime minister and president of Russia ?,ind
1533,HUM,Who established a Viking colony in Greenland about 985 ?,ind
1534,ENTY,What was the distinguishing mark on the `` Little Rascals '' dog ?,symbol
1535,NUM,"What is the latitude and longitude of El Paso , Texas ?",other
1536,LOC,Where can I get information about cystic fibrosis ?,other
1537,LOC,Where did Honecker rule ?,other
1538,DESC,What is the theory of equivalence states ?,def
1539,ENTY,What does a philatelist collect ?,other
1540,NUM,What is the life span of the average monkey ?,period
1541,NUM,How many member states are in the UN ?,count
1542,HUM,Who shot and killed himself while painting Wheatfield with Crows ?,ind
1543,DESC,What will happen when sodium is put in water ?,desc
1544,DESC,What 's the meaning of UOL ?,def
1545,HUM,What future President became Senate majority whip under Harry Truman ?,ind
1546,HUM,Who was the architect of Central Park ?,ind
1547,ENTY,Which operating system runs on IBM-compatible machines ?,product
